Label	Weight	Text
l_HotelBot	2	whats your number
l_HotelBot	1	stop
l_HotelBot	1	this is nothing special
l_HotelBot	1	i want to do something else
l_HotelBot	1	nice to meet you
l_HotelBot	1	i want to call the hotel
l_HotelBot	1	i want to book a room tomorrow
l_HotelBot	1	cancel
l_HotelBot	1	can we call
l_HotelBot	1	what can you do
l_HotelBot	1	call us
l_HotelBot	1	i want to call you
l_HotelBot	1	can we call the hotel
l_HotelBot	1	help me
l_HotelBot	1	can i call the hotel
l_HotelBot	1	where is it
l_HotelBot	1	i want to book a room for two persons tonight
l_HotelBot	1	how can we find you
l_HotelBot	1	what is the location
l_HotelBot	1	a random sentence
l_HotelBot	1	where is the bed and breakfast
l_HotelBot	1	nothing meaningfull said
l_HotelBot	1	what can i ask you
l_HotelBot	1	what is the hotel number?>
l_HotelBot	1	i want to book a room for three tomorrow
l_HotelBot	2	where are you located
l_HotelBot	1	can i get a room for tomorrow
l_HotelBot	1	i want to call reception
l_HotelBot	1	i want to call a person
l_HotelBot	1	hello
l_HotelBot	1	where in the city are you
l_HotelBot	1	i want a room for tomorow
l_HotelBot	1	i want to book a room for next week
l_HotelBot	1	stop doing this
l_HotelBot	1	can i call you
l_HotelBot	1	where is the hotel
l_HotelBot	1	i want to book a room for myself and my partner next week.
l_HotelBot	1	cancel this booking
l_HotelBot	1	where can i find your number
l_HotelBot	1	i want to book a room in january for myself and my partner
l_HotelBot	1	how late can i arrive tomorrow
l_HotelBot	1	cancel this
l_HotelBot	1	i need help
l_HotelBot	1	can i book another room for myself next week
l_HotelBot	1	i want to get a room for myself and my partner for tomorrow
q_HotelBotTest_qna	4.7	When can I checkin
q_HotelBotTest_qna	4.7	Whats the checkin time
q_HotelBotTest_qna	4.7	What is the checkin time
q_HotelBotTest_qna	4.7	Are dogs allowed in the room
q_HotelBotTest_qna	4.7	Are dogs allowed?
q_HotelBotTest_qna	4.7	When is check in
q_HotelBotTest_qna	4.7	What is the check in time
q_HotelBotTest_qna	4.7	What time can I check in
q_HotelBotTest_qna	4.7	When can I checkin
q_HotelBotTest_qna	4.7	Whats the checkin time
