Label	Weight	Text
l_HotelBot	1	i want to book a room tomorrow
l_HotelBot	1	where is it
l_HotelBot	1	call you
l_HotelBot	1	can we call
l_HotelBot	1	what's your address
l_HotelBot	1	hi
l_HotelBot	1	i want to get a room for next week
l_HotelBot	1	how can we find you
l_HotelBot	1	help me
l_HotelBot	1	i want to call the hotel
l_HotelBot	1	i want to book a room for next week
l_HotelBot	1	i want to book a room for three tomorrow
l_HotelBot	1	this is nothing special
l_HotelBot	1	nothing meaningfull said
l_HotelBot	1	stop doing this
l_HotelBot	1	i want to call you
l_HotelBot	1	cancel
l_HotelBot	1	nice to meet you
l_HotelBot	1	cancel now
l_HotelBot	1	stop
l_HotelBot	1	i want to book a room for myself and my partner next week.
l_HotelBot	1	could i get a room for next week
l_HotelBot	1	can i book for tonight
l_HotelBot	1	cancel this
l_HotelBot	2	whats your number
l_HotelBot	1	where in the city are you
l_HotelBot	1	can we call the hotel
l_HotelBot	2	where are you located
l_HotelBot	1	help
l_HotelBot	1	where can i find your number
l_HotelBot	1	how late can i arrive tomorrow
l_HotelBot	1	what can i ask you
l_HotelBot	1	what is the hotel number?>
l_HotelBot	1	what is your address
l_HotelBot	1	can i book another room for myself next week
l_HotelBot	1	where is the hotel
l_HotelBot	1	call us
l_HotelBot	1	can i call the hotel
l_HotelBot	1	can you book me a room
l_HotelBot	1	a random sentence
l_HotelBot	1	i want to get a room for myself and my partner for tomorrow
l_HotelBot	1	can i call you
l_HotelBot	1	what is the location
l_HotelBot	1	i want to book a room in january for myself and my partner
l_HotelBot	1	i want to call a person
q_HotelBotTest_qna_en_US	3.916667	Whats the checkin time
q_HotelBotTest_qna_en_US	3.916667	Do you allow dogs
q_HotelBotTest_qna_en_US	3.916667	What time can I check in
q_HotelBotTest_qna_en_US	3.916667	Are dogs allowed in the room
q_HotelBotTest_qna_en_US	3.916667	Are dogs allowed?
q_HotelBotTest_qna_en_US	3.916667	When is check in
q_HotelBotTest_qna_en_US	3.916667	When can I checkin
q_HotelBotTest_qna_en_US	3.916667	Can I take my dog
q_HotelBotTest_qna_en_US	3.916667	Whats the checkin time
q_HotelBotTest_qna_en_US	3.916667	Do you allow dogs
q_HotelBotTest_qna_en_US	3.916667	What time can I check in
q_HotelBotTest_qna_en_US	3.916667	Are dogs allowed in the room
q_HotelBotTest_qna_nl_BE	3.615385	mag de hond mee
q_HotelBotTest_qna_nl_BE	3.615385	kan mijn hondje mee?
q_HotelBotTest_qna_nl_BE	3.615385	mogen we honden meenemen
q_HotelBotTest_qna_nl_BE	3.615385	om hoelaat kan ik inchecken
q_HotelBotTest_qna_nl_BE	3.615385	hoe laat kan ik inchecken
q_HotelBotTest_qna_nl_BE	3.615385	zijn honden toegelaten op de kamer?
q_HotelBotTest_qna_nl_BE	3.615385	kan ik een hond meenemen
q_HotelBotTest_qna_nl_BE	3.615385	wanneer is incheck tijd
q_HotelBotTest_qna_nl_BE	3.615385	zijn honden toegelaten
q_HotelBotTest_qna_nl_BE	3.615385	mag de hond mee
q_HotelBotTest_qna_nl_BE	3.615385	kan mijn hondje mee?
q_HotelBotTest_qna_nl_BE	3.615385	mogen we honden meenemen
q_HotelBotTest_qna_nl_BE	3.615385	om hoelaat kan ik inchecken
