Label	Weight	Text
l_hotelbot	1	i want to change my checkin to next week friday
l_hotelbot	1	nice to meet you
l_hotelbot	1	checkout next week instead
l_hotelbot	1	no sorry checkin should be april 15
l_hotelbot	1	can i change my checkin to next week thursday
l_hotelbot	1	i want to change my arrival time
l_hotelbot	1	are rooms available on april 12
l_hotelbot	1	can i book for tonight
l_hotelbot	1	can you give me a map to your location
l_hotelbot	1	i want to arrive tomorrow instead
l_hotelbot	1	no i want a room for two
l_hotelbot	1	update room size to two
l_hotelbot	1	can i update my arriving date
l_hotelbot	1	a random sentence
l_hotelbot	1	update checking out to next sunday
l_hotelbot	1	sorry change email
l_hotelbot	1	can i change my checkin
l_hotelbot	1	checking in on tomorrow
l_hotelbot	1	where in the city can i visit you
l_hotelbot	1	i want to leave next week instead
l_hotelbot	1	i want a room for three instead
l_hotelbot	1	i want to checkin on april 15 instead
l_hotelbot	1	set checkin to next week thursday
l_hotelbot	1	change the room for three please
l_hotelbot	1	book me a room for three
l_hotelbot	1	i made a mistake in checking out
l_hotelbot	2	whats your number
l_hotelbot	1	i want to come next week instead
l_hotelbot	1	i want a room on sunday
l_hotelbot	1	change my arrivaldate to 25/02/2019
l_hotelbot	1	update room to three
l_hotelbot	1	can i call the hotel
l_hotelbot	1	i want to leave next week
l_hotelbot	1	i leave next sunday instead
l_hotelbot	1	could i change my arrival date to april 22 instead
l_hotelbot	1	change room to 6 people
l_hotelbot	1	need a room for five tomorrow
l_hotelbot	1	change my arrival date
l_hotelbot	1	i want to arrive on april 15 instead
l_hotelbot	1	no checking out is wrong
l_hotelbot	1	change room to 2
l_hotelbot	2	change checkout to april 22
l_hotelbot	1	change the number of people to two
l_hotelbot	1	need a room
l_hotelbot	1	where is the bed and breakfast
l_hotelbot	1	what can you do
l_hotelbot	1	no leaving is wrong
l_hotelbot	1	can i change when i leave
l_hotelbot	1	can i change my checkin to tomorrow
l_hotelbot	1	change when i arrive to the first of next month
l_hotelbot	1	i want to do something else
l_hotelbot	1	hi
l_hotelbot	1	change my checkin
l_hotelbot	1	i want to arrive next week monday instead
l_hotelbot	1	change checkin to next week
l_hotelbot	1	where is it
l_hotelbot	1	can i get a room for tomorrow
l_hotelbot	1	could i change my email address
l_hotelbot	1	update my email
l_hotelbot	1	where can i find the hotel
l_hotelbot	1	nothing meaningfull said
l_hotelbot	1	can i change my leaving date
l_hotelbot	1	can i book another room for myself next week
l_hotelbot	1	change my checkout to april 15 instead
l_hotelbot	1	i want to arrive on another day
l_hotelbot	1	i need a room for two people and i want to arrive april 15
l_hotelbot	1	i want to book a room for two persons tonight
l_hotelbot	1	update my email to bla@test.com
l_hotelbot	1	checking in on april 15
l_hotelbot	1	i need help
l_hotelbot	1	i want a room on april 15
l_hotelbot	1	i want a room for tomorow
l_hotelbot	1	i want a route to your location
l_hotelbot	1	i want to checkout on next week thursday instead
l_hotelbot	1	cancel this
l_hotelbot	1	change leaving date to next friday
l_hotelbot	1	could you change my email to another one
l_hotelbot	1	update my email address please
l_hotelbot	1	i need a room for five instead
l_hotelbot	2	what is the location
l_hotelbot	1	i need to checkout on thursday
l_hotelbot	1	i want to get a room for next week
l_hotelbot	1	i want to call a person
l_hotelbot	1	i want to leave on 23/04.2019 instead
l_hotelbot	1	i checkin tomorrow instead
l_hotelbot	1	help me
l_hotelbot	1	please cancel
l_hotelbot	1	meaningless
l_hotelbot	1	could i update my email
l_hotelbot	1	where is the hotel
l_hotelbot	1	change my checkout
l_hotelbot	1	actually i want to bring six people
l_hotelbot	1	update room size to four
l_hotelbot	1	i want to move to your location
l_hotelbot	1	i want to checkout next week thursday instead
l_hotelbot	1	i want to book a room in january for myself and my partner
l_hotelbot	1	how can we find you
l_hotelbot	1	i want to checkout next week friday instead
l_hotelbot	1	no a room for six
l_hotelbot	1	update my arriving date
l_hotelbot	1	i want to call reception
l_hotelbot	1	no checkin is april 15
l_hotelbot	1	stop
l_hotelbot	1	i want to update my checkin to april 15
l_hotelbot	1	change the number of people to six
l_hotelbot	1	i want to update checkout
l_hotelbot	1	need a room for three next sunday
l_hotelbot	1	change my leaving date to another time
