Label	Weight	Text
l_HotelBot	1	i want a room for tomorow
l_HotelBot	1	how late can i arrive tomorrow
l_HotelBot	1	i want to get a room for next week
l_HotelBot	1	i want to book a room for two persons tonight
l_HotelBot	1	this is nothing special
l_HotelBot	1	i want to do something else
l_HotelBot	1	cancel this
l_HotelBot	1	cancel
l_HotelBot	1	how can we find you
l_HotelBot	1	hello
l_HotelBot	1	help me
l_HotelBot	1	cancel now
l_HotelBot	1	can you book me a room
l_HotelBot	1	what is the location
l_HotelBot	1	where is it
l_HotelBot	1	i want to book a room for three tomorrow
l_HotelBot	1	i want to book a room for next week
l_HotelBot	1	hi
l_HotelBot	1	nice to meet you
l_HotelBot	1	i want to book a room tomorrow
l_HotelBot	1	what can you do
l_HotelBot	1	stop
l_HotelBot	1	stop doing this
l_HotelBot	1	where is the bed and breakfast
l_HotelBot	1	i need help
l_HotelBot	1	i want to cancel
l_HotelBot	1	i want to book a room for myself and my partner next week.
l_HotelBot	1	a random sentence
l_HotelBot	1	can i book another room for myself next week
l_HotelBot	1	help
l_HotelBot	1	could i get a room for next week
l_HotelBot	1	can i book for tonight
l_HotelBot	1	what's your address
l_HotelBot	1	where is the hotel
q_HotelBotTest_qna	2.833333	When is check in
q_HotelBotTest_qna	2.833333	What is the checkin time
q_HotelBotTest_qna	2.833333	Are dogs allowed in the room
q_HotelBotTest_qna	2.833333	What is the check in time
q_HotelBotTest_qna	2.833333	What time can I check in
q_HotelBotTest_qna	2.833333	When can I checkin
q_HotelBotTest_qna	2.833333	Can I take my dog
q_HotelBotTest_qna	2.833333	Do you allow dogs
q_HotelBotTest_qna	2.833333	When is check in
q_HotelBotTest_qna	2.833333	What is the checkin time
q_HotelBotTest_qna	2.833333	Are dogs allowed in the room
q_HotelBotTest_qna	2.833333	What is the check in time
