Label	Weight	Text
l_hotelbot	1	help me
l_hotelbot	1	change my arrivaldate to 25/02/2019
l_hotelbot	1	i want to move to your location
l_hotelbot	1	can i view my booking
l_hotelbot	1	update room size to four
l_hotelbot	1	i want to change when i arrive
l_hotelbot	1	what did i book
l_hotelbot	1	can i call the hotel
l_hotelbot	1	not working help
l_hotelbot	1	change my leaving date to another date
l_hotelbot	1	could i change my checkin time to april 15
l_hotelbot	1	i want a room for tomorow
l_hotelbot	1	update checkin to next week instead
l_hotelbot	1	i don't want to talk to a bot
l_hotelbot	1	get me another room
l_hotelbot	1	get me a room for three
l_hotelbot	1	i checkin tomorrow instead
l_hotelbot	1	can we call
l_hotelbot	1	can i talk to a real person
l_hotelbot	1	i want to arrive on april 15
l_hotelbot	1	update room size to two
l_hotelbot	1	i do not want to talk to a bot
l_hotelbot	1	how smart are you
l_hotelbot	1	can i speak to someone else
l_hotelbot	1	checking in on april 15
l_hotelbot	1	i do not want a bot
l_hotelbot	1	change room size to 2
l_hotelbot	1	can you understand
l_hotelbot	1	change room size
l_hotelbot	1	hello i'm
l_hotelbot	1	update number of people
l_hotelbot	1	actually i want to bring six people
l_hotelbot	1	let me speak with someone real
l_hotelbot	1	update my email address please
l_hotelbot	1	how do i get there
l_hotelbot	1	help me book a room for three
l_hotelbot	1	i want to book a room for three tomorrow
l_hotelbot	1	i want to leave next week instead
l_hotelbot	1	change people to six
l_hotelbot	1	update the number of people to ten
l_hotelbot	1	can i view my rooms
l_hotelbot	1	i want to arrive on april 15 instead
l_hotelbot	1	change checkin to april 15
l_hotelbot	1	can i see my booked rooms
l_hotelbot	1	can i call you
l_hotelbot	1	please stop
l_hotelbot	1	i want a room for six instead
l_hotelbot	1	where can i find your number
l_hotelbot	1	i want to leave next week
l_hotelbot	1	update my leaving date
l_hotelbot	1	could i update my email
l_hotelbot	1	i don't understand
l_hotelbot	1	i want to arrive on another day
l_hotelbot	1	change the number of people to two
l_hotelbot	1	can i change my checkin to tomorrow
l_hotelbot	1	could i leave next week instead
l_hotelbot	1	i want to speak to support
l_hotelbot	1	i want to change my arrival time
l_hotelbot	1	i need a room for five
l_hotelbot	1	change leaving date to next friday
l_hotelbot	1	i do not understand what to do
l_hotelbot	1	what can you do for me
l_hotelbot	1	can i view current order
l_hotelbot	1	how many rooms do i have
l_hotelbot	1	change room to 2
